Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
N-glycan antennae elongation in the medial/trans-Golgi	1/20	0.46249969595561774	0.8483486976244061	0	0	1.6712683347713546	1.2887306884750709	ST8SIA3
Malaria	2/51	0.46447432720176823	0.8483486976244061	0	0	1.2962032103481786	0.9939921252882228	THBS2;THBS4
Nuclear receptor transcription pathway	2/51	0.46447432720176823	0.8483486976244061	0	0	1.2962032103481786	0.9939921252882228	PGR;RXRG
Response to elevated platelet cytosolic calcium	3/83	0.46768281072017975	0.8492135247287474	0	0	1.1909333881578947	0.9050676538828001	PRKCG;PDGFA;SCG3
Drug metabolism: cytochrome P450	3/83	0.46768281072017975	0.8492135247287474	0	0	1.1909333881578947	0.9050676538828001	ALDH1A3;ALDH3B1;GSTM5
Vitamin B12 metabolism	2/52	0.47457866201277493	0.8592225921572397	0	0	1.2702134646962233	0.9467255290247185	PLAT;SOD3
ChREBP regulation by carbohydrates and cAMP	1/21	0.47893673243355606	0.8595945400035789	0	0	1.5876229508196722	1.1687870167412682	ACSBG1
Cytosolic sensors of pathogen-associated DNA	1/21	0.47893673243355606	0.8595945400035789	0	0	1.5876229508196722	1.1687870167412682	S100B
Y branching of actin filaments	1/21	0.47893673243355606	0.8595945400035789	0	0	1.5876229508196722	1.1687870167412682	PIR
Arginine and proline metabolism	2/54	0.49443579517903546	0.8803029192016054	0	0	1.2212327901983075	0.8601606294839338	CKMT2;CKB
Non-small cell lung cancer	2/54	0.49443579517903546	0.8803029192016054	0	0	1.2212327901983075	0.8601606294839338	PRKCG;RXRG
TRAF6 mediated NF-kB activation	1/22	0.4948719119051991	0.8803029192016054	0	0	1.511943793911007	1.0635864078262405	S100B
HIF-1 degradation in normoxia	3/88	0.5065152627880883	0.8803029192016054	0	0	1.1205882352941177	0.7622250386709782	CAMK2B;CAMK2A;MAPK13
Blood clotting cascade	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	PLAT
Signaling events mediated by PRL	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	AGT
Signaling events mediated by the hedgehog family	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	HHIP
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	MLC1
Th1/Th2 differentiation pathway	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	IL12RB2
Eicosanoid metabolism	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	PTGES
Visual signal transduction: cones	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	SLC24A2
Interleukin-11 pathway	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	SCG2
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	MAPK13
Modulation of interferon signaling by chaperones	1/23	0.5103205328704958	0.8803029192016054	0	0	1.4431445603576751	0.9708268038654689	CNTN2
Integrin signaling pathway	5/155	0.5145028039186699	0.881968289143392	0	0	1.0582508250825082	0.7032651086980531	ACTC1;MLC1;CAPN3;TLN2;MAPK13
Developmental biology	13/420	0.5205959484305369	0.881968289143392	0	0	1.013887405191753	0.6618465041579255	WNT10B;CNTNAP1;UNC5A;AGAP2;GDF1;GFRA2;PLXNB3;CNTN2;MYH11;WNT1;MYL9;NKX2-2;SCN2B
Rho GTPase cycle	4/123	0.5207091325772918	0.881968289143392	0	0	1.067102293965362	0.6963521998103905	ARHGAP32;MCF2;RASGRF1;NGEF
PI3K cascade	2/57	0.52331144070469	0.881968289143392	0	0	1.154440961337513	0.7475911498118294	FGF1;FGF2
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	1/24	0.525297428028728	0.881968289143392	0	0	1.380327868852459	0.8886421720771384	S100B
Dorso-ventral axis formation	1/24	0.525297428028728	0.881968289143392	0	0	1.380327868852459	0.8886421720771384	CPEB1
Endogenous Toll-like receptor signaling	1/24	0.525297428028728	0.881968289143392	0	0	1.380327868852459	0.8886421720771384	BGN
Arachidonic acid metabolism	2/58	0.5326872769069168	0.881968289143392	0	0	1.1337673000234576	0.7140701706666082	PTGDS;PTGES
Basigin interactions	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	MAG
Corticotropin releasing hormone pathway	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	STAR
DARPP-32 events	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	PPP1R1B
Glutathione conjugation	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	GSTM5
IGF1 receptor signaling through beta-arrestin	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	MAPK13
Maturity onset diabetes of the young	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	NKX2-2
Metal ion solute carrier family (SLC) transporters	1/25	0.5398169787194865	0.881968289143392	0	0	1.3227459016393444	0.8155060825766195	HEPH
Signaling by ERBB4	3/93	0.5438242693427792	0.881968289143392	0	0	1.0580592105263158	0.6444946743444244	PGR;S100B;GFAP
RAGE pathway	2/60	0.5510573603507443	0.881968289143392	0	0	1.0945586320140421	0.6522654100010599	PDGFA;PTGES
Selenium pathway	2/60	0.5510573603507443	0.881968289143392	0	0	1.0945586320140421	0.6522654100010599	PLAT;SOD3
Neurotrophic factor-mediated Trk receptor signaling	2/60	0.5510573603507443	0.881968289143392	0	0	1.0945586320140421	0.6522654100010599	RASGRF1;MATK
ERBB signaling pathway	3/94	0.5510877955251073	0.881968289143392	0	0	1.046377964141122	0.6234959707707656	PRKCG;CAMK2B;CAMK2A
L1CAM interactions	3/94	0.5510877955251073	0.881968289143392	0	0	1.046377964141122	0.6234959707707656	CNTNAP1;CNTN2;SCN2B
Signaling by FGFR in disease	4/128	0.5522265659025964	0.881968289143392	0	0	1.0238082584896635	0.6079341408446001	PRKCG;ADCY2;FGF1;FGF2
Physiological and pathological hypertrophy  of the heart	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	AGT
RXR/VDR pathway	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	RXRG
Selective expression of chemokine receptors during T-cell polarization	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	IL12RB2
Estrogen receptor transcription factor targets	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	PGR
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	VIPR2
Integrin family cell surface interactions	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	ITGB4
Interaction between L1-type proteins and ankyrins	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	SCN2B
Interleukin-27-mediated signaling events	1/26	0.5538931284475409	0.881968289143392	0	0	1.2697704918032786	0.7501594804649355	IL12RB2
G-protein signaling pathways	3/95	0.5582825474930658	0.8864171215761213	0	0	1.034950657894737	0.6032624792715088	PRKCG;ADCY2;PDE8B
Cell cycle: G2/M checkpoint	1/27	0.5675393964082219	0.8864171215761213	0	0	1.2208701134930644	0.6915559070182001	RASGRF1
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	1/27	0.5675393964082219	0.8864171215761213	0	0	1.2208701134930644	0.6915559070182001	TUBB4A
VEGFR1 pathway	1/27	0.5675393964082219	0.8864171215761213	0	0	1.2208701134930644	0.6915559070182001	FLT1
Kinesins	1/27	0.5675393964082219	0.8864171215761213	0	0	1.2208701134930644	0.6915559070182001	KIF5A
Mammalian calpain regulation of cell motility	1/27	0.5675393964082219	0.8864171215761213	0	0	1.2208701134930644	0.6915559070182001	MLC1
Oxidative stress	1/27	0.5675393964082219	0.8864171215761213	0	0	1.2208701134930644	0.6915559070182001	SOD3
Interferon-gamma signaling pathway	3/97	0.5724618424168476	0.8864171215761213	0	0	1.0128254479283314	0.5649633493798923	CAMK2B;CAMK2A;HLA-DPB1
Mitochondrial pathway of apoptosis: BH3-only Bcl-2 family	3/97	0.5724618424168476	0.8864171215761213	0	0	1.0128254479283314	0.5649633493798923	PRKCG;HRK;CAPN3
Folate metabolism	2/63	0.5776459975430702	0.8864171215761213	0	0	1.0405663678699293	0.5710566406185015	PLAT;SOD3
O-linked glycosylation of mucins	2/63	0.5776459975430702	0.8864171215761213	0	0	1.0405663678699293	0.5710566406185015	GALNT15;GALNT9
Endocytosis	6/201	0.5802921808194295	0.8864171215761213	0	0	0.9761729179910998	0.5312562832802327	EPN3;FLT1;PSD2;IQSEC3;AGAP2;RAB11FIP4
Interferon signaling	5/168	0.5862300088957514	0.8864171215761213	0	0	0.9731924112656665	0.5197266530549913	CAMK2B;IFI27;MX2;CAMK2A;HLA-DPB1
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	2/64	0.5862489713102293	0.8864171215761213	0	0	1.0237300704486467	0.5466828257794958	PRKCG;MAPK13
Collagen biosynthesis and modifying enzymes	2/64	0.5862489713102293	0.8864171215761213	0	0	1.0237300704486467	0.5466828257794958	COL16A1;COL24A1
Endothelins	2/64	0.5862489713102293	0.8864171215761213	0	0	1.0237300704486467	0.5466828257794958	PRKCG;ADCY2
Interferon alpha/beta signaling	2/64	0.5862489713102293	0.8864171215761213	0	0	1.0237300704486467	0.5466828257794958	IFI27;MX2
S1P/S1P3 pathway	1/29	0.5935943182047997	0.8864171215761213	0	0	1.1335480093676815	0.5912123463750649	FLT1
Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	1/29	0.5935943182047997	0.8864171215761213	0	0	1.1335480093676815	0.5912123463750649	CAMK1G
Statin pathway	1/29	0.5935943182047997	0.8864171215761213	0	0	1.1335480093676815	0.5912123463750649	PDIA2
Thyroid cancer	1/29	0.5935943182047997	0.8864171215761213	0	0	1.1335480093676815	0.5912123463750649	RXRG
Inhibition of insulin secretion by adrenaline/noradrenaline	1/29	0.5935943182047997	0.8864171215761213	0	0	1.1335480093676815	0.5912123463750649	ADRA2C
Matrix metalloproteinases	1/29	0.5935943182047997	0.8864171215761213	0	0	1.1335480093676815	0.5912123463750649	TIMP4
LPA receptor mediated events	2/65	0.5947215270352347	0.8864171215761213	0	0	1.0074282586597858	0.5235221885695975	ADCY2;LPAR3
Platelet activation, signaling and aggregation	6/205	0.5995379677573385	0.8864171215761213	0	0	0.9563520079737531	0.48926583714718963	PRKCG;DAGLA;DGKB;PDGFA;SCG3;ADRA2C
NGF signaling via TRKA from the plasma membrane	4/136	0.6002663563173322	0.8864171215761213	0	0	0.9613598921671409	0.49066058747926045	PRKCG;ADCYAP1;ADCY2;MAPK13
Beta-1 integrin cell surface interactions	2/66	0.6030635915141249	0.8864171215761213	0	0	0.9916358784893268	0.5015026200882907	CSPG4;THBS2
Asthma	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	HLA-DPB1
Tight junction interactions	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	CLDN10
p38-alpha and p38-beta regulation	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	DUSP8
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	HS3ST2
MicroRNAs in muscle cell differentiation	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	PRKCG
Ovarian infertility genes	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	PGR
PDGFA signaling pathway	1/30	0.6060280022609875	0.8864171215761213	0	0	1.0944036178631995	0.5481091632434203	PDGFA
Signaling by ERBB2	3/102	0.6066461782123214	0.8864171215761213	0	0	0.9614234449760766	0.48052862932174595	PRKCG;MATK;ADCY2
cAMP cell motility pathway inferred from amoeba model	2/67	0.611275217504578	0.8889974474715292	0	0	0.976329417708728	0.4805571338370394	ACTC1;PDE8B
G alpha 13 pathway	2/67	0.611275217504578	0.8889974474715292	0	0	0.976329417708728	0.4805571338370394	PRKCG;PLD5
Activated NOTCH1 signaling in the nucleus	1/31	0.6180818888404234	0.8905541832248328	0	0	1.0578688524590163	0.5089770153019787	NEURL1
Prostaglandin biosynthesis and regulation	1/31	0.6180818888404234	0.8905541832248328	0	0	1.0578688524590163	0.5089770153019787	PTGDS
Alpha-6 beta-4 integrin signaling pathway	1/31	0.6180818888404234	0.8905541832248328	0	0	1.0578688524590163	0.5089770153019787	ITGB4
PD-1 signaling	1/31	0.6180818888404234	0.8905541832248328	0	0	1.0578688524590163	0.5089770153019787	HLA-DPB1
Pancreatic beta-cell development regulation	1/32	0.629767560747561	0.8969854477620078	0	0	1.0236911686938128	0.47335938138383116	NKX2-2
Alanine, aspartate and glutamate metabolism	1/32	0.629767560747561	0.8969854477620078	0	0	1.0236911686938128	0.47335938138383116	GAD2
Alpha-synuclein signaling	1/32	0.629767560747561	0.8969854477620078	0	0	1.0236911686938128	0.47335938138383116	KLK6
Serotonin HTR1 group and FOS pathway	1/32	0.629767560747561	0.8969854477620078	0	0	1.0236911686938128	0.47335938138383116	RASGRF1
Syndecan 4 pathway	1/32	0.629767560747561	0.8969854477620078	0	0	1.0236911686938128	0.47335938138383116	FGF2
Long-term depression	2/70	0.6351297243976942	0.9004921434953609	0	0	0.9331111755046846	0.42356343330935414	RYR1;PRKCG
NCAM signaling for neurite out-growth	2/70	0.6351297243976942	0.9004921434953609	0	0	0.9331111755046846	0.42356343330935414	CNTN2;GFRA2
Glucagon signaling in metabolic regulation	1/33	0.641096248044221	0.9068810251377251	0	0	0.9916495901639344	0.440863291243885	ADCY2
Phase II of biological oxidations: conjugation	2/71	0.6428223845633043	0.907256138213209	0	0	0.9195402298850575	0.4063327100670098	SULT4A1;GSTM5
Leishmaniasis	2/72	0.65038650540064	0.9099796830374968	0	0	0.9063570255688482	0.38990434130360707	HLA-DPB1;MAPK13
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.652078838891604	0.9099796830374968	0	0	0.9615499254843517	0.41114894592422135	AGT
Ephrin receptor A forward pathway	1/34	0.652078838891604	0.9099796830374968	0	0	0.9615499254843517	0.41114894592422135	NGEF
HIF-2-alpha transcription factor network	1/34	0.652078838891604	0.9099796830374968	0	0	0.9615499254843517	0.41114894592422135	FLT1
N-cadherin signaling events	1/34	0.652078838891604	0.9099796830374968	0	0	0.9615499254843517	0.41114894592422135	DAGLA
Signaling by NOTCH1	2/73	0.6578227475692735	0.9145789541873764	0	0	0.8935451791207012	0.3742343815252723	HEYL;NEURL1
Cytokines and inflammatory response	1/35	0.6627258899129834	0.9145789541873764	0	0	0.9332208293153327	0.3839212756519851	PDGFA
fMLP induced chemokine gene expression in HMC-1 cells	1/35	0.6627258899129834	0.9145789541873764	0	0	0.9332208293153327	0.3839212756519851	CAMK1G
MEF2D role in T cell apoptosis	1/35	0.6627258899129834	0.9145789541873764	0	0	0.9332208293153327	0.3839212756519851	CAMK2B
Epidermal growth factor receptor (EGFR) pathway	3/111	0.6634499319563303	0.9145789541873764	0	0	0.8808936403508771	0.3614323242565069	PRKCG;ACTC1;MAPK13
RANKL regulation of apoptosis and immune response	2/74	0.6651318510650376	0.9145789541873764	0	0	0.8810892172961139	0.3592817375384776	MGP;THBS2
Phospholipids as signaling intermediaries	1/36	0.673047636173319	0.9145789541873764	0	0	0.9065105386416862	0.358923030274886	PDGFA
SNARE interactions in vesicular transport	1/36	0.673047636173319	0.9145789541873764	0	0	0.9065105386416862	0.358923030274886	STX1B
Signaling to ERKs	1/36	0.673047636173319	0.9145789541873764	0	0	0.9065105386416862	0.358923030274886	MAPK13
Steroid hormone, vitamin A, and vitamin D metabolism	1/36	0.673047636173319	0.9145789541873764	0	0	0.9065105386416862	0.358923030274886	STAR
Transport to the Golgi and subsequent modification	1/36	0.673047636173319	0.9145789541873764	0	0	0.9065105386416862	0.358923030274886	ST8SIA3
Generation of second messenger molecules	1/36	0.673047636173319	0.9145789541873764	0	0	0.9065105386416862	0.358923030274886	HLA-DPB1
VEGF signaling pathway	2/76	0.6793719681877034	0.9190619079496607	0	0	0.8571872364975813	0.33137699968653644	PRKCG;MAPK13
ALK in cardiac myocytes	1/37	0.6830540009464807	0.9190619079496607	0	0	0.8812841530054645	0.3359290903969937	WNT1
Platelet aggregation (plug formation)	1/37	0.6830540009464807	0.9190619079496607	0	0	0.8812841530054645	0.3359290903969937	ADRA2C
Allograft rejection	1/37	0.6830540009464807	0.9190619079496607	0	0	0.8812841530054645	0.3359290903969937	HLA-DPB1
Transcriptional regulation of white adipocyte differentiation	2/77	0.6863048117815009	0.9190619079496607	0	0	0.8457142857142858	0.3183551191378611	WNT10B;WNT1
Mitochondrial pathway of apoptosis: caspases	2/77	0.6863048117815009	0.9190619079496607	0	0	0.8457142857142858	0.3183551191378611	ACHE;CAPN3
Fas signaling pathway	3/115	0.6867064819462843	0.9190619079496607	0	0	0.8492569313909775	0.31919179441965806	ACTC1;FAIM2;MAPK13
Actin cytoskeleton regulation	6/226	0.6921938817520037	0.9236564334090014	0	0	0.8641172051089406	0.3178993757700831	CHRM1;ITGB4;PDGFA;FGF1;MYL9;FGF2
Phosphatidylinositol signaling system	2/78	0.6931141674212474	0.9236564334090014	0	0	0.8345432546884453	0.3059106341097382	PRKCG;DGKB
Phagosome	4/154	0.6962375258803641	0.9258319134297777	0	0	0.8452059308072488	0.3060189816384559	HLA-DPB1;THBS2;TUBB4A;THBS4
Glycerophospholipid metabolism	2/79	0.6998010959825092	0.9285822235152525	0	0	0.8236623803126266	0.29401380908946056	ACHE;DGKB
Iron uptake and transport	1/39	0.7021587781124461	0.9297240963919595	0	0	0.8348144952545298	0.2951868332537102	HEPH
Amino acid metabolism	5/195	0.714596383934478	0.944179477496406	0	0	0.8337241618898732	0.28016249440188257	CKMT2;PCSK1;SLC6A8;DIO2;CKB
ATM-dependent DNA damage response	2/82	0.719138661468006	0.9454347244335921	0	0	0.7926518883415435	0.26133818890628324	WNT10B;WNT1
Notch signaling pathway	3/121	0.7193026675868187	0.9454347244335921	0	0	0.8058234834968778	0.26549712371264056	HEYL;NEURL1;NRARP
Graft-versus-host disease	1/41	0.7201137273061016	0.9454347244335921	0	0	0.7929918032786886	0.2603757856473378	HLA-DPB1
T cell signal transduction	2/83	0.7253474406473007	0.9502969633796915	0	0	0.7828255184577023	0.25136880486564694	PRKCG;MAPK13
Hexose transport	1/42	0.7286817738924908	0.9520497734510479	0	0	0.7736105557776889	0.244861794646301	SLC2A5
Differentiation pathway in PC12 cells	2/84	0.7314397760144963	0.9520497734510479	0	0	0.7732388161320037	0.24182300996522296	ADCYAP1;ADCY2
Insulin secretion regulation by glucagon-like peptide-1	1/43	0.7369879446822228	0.9520497734510479	0	0	0.755152224824356	0.23046018342030444	KCNC2
PI3K class IB pathway in neutrophils	1/43	0.7369879446822228	0.9520497734510479	0	0	0.755152224824356	0.23046018342030444	PRKCG
C-Myb transcription factor network	2/85	0.7374169742833399	0.9520497734510479	0	0	0.7638831186816231	0.23268015334520004	WNT1;CD34
TGF-beta regulation of skeletal system development	2/85	0.7374169742833399	0.9520497734510479	0	0	0.7638831186816231	0.23268015334520004	THBS2;THBS4
MicroRNAs in cardiomyocyte hypertrophy	2/85	0.7374169742833399	0.9520497734510479	0	0	0.7638831186816231	0.23268015334520004	FGF2;AGT
Neurotrophin signaling pathway	3/126	0.7444040062180302	0.9579088683684027	0	0	0.7728658536585366	0.2281278747211886	CAMK2B;CAMK2A;MAPK13
Gastrin pathway	1/44	0.745040230953202	0.9579088683684027	0	0	0.7375524208921083	0.21707426068897095	CHGA
Defensins	1/45	0.7528463805438981	0.9619703751394253	0	0	0.72075260804769	0.20461739993653558	PRSS3
Wnt interactions in lipid metabolism and immune response	1/45	0.7528463805438981	0.9619703751394253	0	0	0.72075260804769	0.20461739993653558	TEK
Interleukin-12/STAT4 pathway	1/45	0.7528463805438981	0.9619703751394253	0	0	0.72075260804769	0.20461739993653558	IL12RB2
Hematopoietic cell lineage	2/88	0.7546712284515451	0.9623220387441673	0	0	0.7371214724863482	0.20747985383191553	FLT3;CD34
Prostate cancer	2/89	0.7602014790140037	0.9656790085542151	0	0	0.728611063926165	0.1997645900436416	CREB3L1;PDGFA
Syndecan 1 pathway	1/46	0.7604139052866524	0.9656790085542151	0	0	0.7046994535519125	0.19301181173708742	COL16A1
Alzheimer's disease	4/169	0.7627003407896992	0.9666059421028638	0	0	0.7677699565673206	0.20798125189783462	GRIN2A;GRIN2C;COX7A1;GRIN1
Agrin in postsynaptic differentiation	1/47	0.7677500878851788	0.9670847963016147	0	0	0.6893442622950819	0.18218748800401066	CHRM1
Regulation of transcription by NOTCH1 intracellular domain	1/47	0.7677500878851788	0.9670847963016147	0	0	0.6893442622950819	0.18218748800401066	HEYL
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	1/47	0.7677500878851788	0.9670847963016147	0	0	0.6893442622950819	0.18218748800401066	MAPK13
N-glycan biosynthesis	1/48	0.7748619895025034	0.9740673997592199	0	0	0.674642483432159	0.17208129002101993	MGAT5B
Extracellular matrix organization	2/93	0.7812546552606706	0.9768023320628553	0	0	0.6964398491492088	0.1719190455483876	COL16A1;COL24A1
Ceramide signaling pathway	1/49	0.7817564557733317	0.9768023320628553	0	0	0.6605532786885245	0.16263616008463547	PDGFA
Glycerolipid metabolism	1/49	0.7817564557733317	0.9768023320628553	0	0	0.6605532786885245	0.16263616008463547	DGKB
TNF-alpha effects on cytokine activity, cell motility, and apoptosis	3/135	0.7850407786931146	0.9772880578709423	0	0	0.7198340311004785	0.17421395519261965	HAS1;TNFAIP2;MT3
Cell surface interactions at the vascular wall	2/94	0.7862582749817038	0.9772880578709423	0	0	0.6888341543513957	0.16564391217802224	MAG;TEK
Translation factors	1/50	0.7884401239828376	0.9772880578709423	0	0	0.647039143526263	0.15380043578066482	EEF1A2
Type 2 diabetes mellitus	1/50	0.7884401239828376	0.9772880578709423	0	0	0.647039143526263	0.15380043578066482	ABCC8
Glutathione metabolism	1/51	0.7949194289700612	0.9792110577894795	0	0	0.6340655737704918	0.14552725370181363	GSTM5
Autoimmune thyroid disease	1/52	0.8012006093886426	0.9792110577894795	0	0	0.6216007714561235	0.13777402830133692	HLA-DPB1
Signaling events mediated by stem cell factor receptor (c-Kit)	1/52	0.8012006093886426	0.9792110577894795	0	0	0.6216007714561235	0.13777402830133692	MATK
Endometrial cancer	1/52	0.8012006093886426	0.9792110577894795	0	0	0.6216007714561235	0.13777402830133692	CTNNA3
Protein folding	1/53	0.8072897140210512	0.9792110577894795	0	0	0.6096153846153847	0.13050199541841606	TUBB4A
Androgen receptor regulation of biosynthesis and transcription	1/53	0.8072897140210512	0.9792110577894795	0	0	0.6096153846153847	0.13050199541841606	RXRG
PI3K pathway	1/53	0.8072897140210512	0.9792110577894795	0	0	0.6096153846153847	0.13050199541841606	PRKCG
Senescence and autophagy	2/99	0.8097922516592034	0.9792110577894795	0	0	0.6531579571039222	0.13780166140210864	PLAT;CXCL14
Binding of chemokines to chemokine receptors	1/54	0.8131926070739216	0.9792110577894795	0	0	0.5980822765233529	0.12367581221602	CCR10
Kit receptor signaling pathway	1/54	0.8131926070739216	0.9792110577894795	0	0	0.5980822765233529	0.12367581221602	MATK
Integrin-mediated cell adhesion	2/100	0.8142126443858521	0.9792110577894795	0	0	0.6464595690492946	0.13286923566423575	ITGB4;CAPN3
Huntington's disease	4/184	0.8172854667038576	0.9792110577894795	0	0	0.7032399780340473	0.14189050580946772	CREB3L1;HAP1;COX7A1;GRIN1
Calcineurin-dependent NFAT signaling role in lymphocytes	1/55	0.8189149740680083	0.9792110577894795	0	0	0.586976320582878	0.1172632045904357	PRKCG
TAp63 pathway	1/55	0.8189149740680083	0.9792110577894795	0	0	0.586976320582878	0.1172632045904357	ITGB4
Vibrio cholerae infection	1/55	0.8189149740680083	0.9792110577894795	0	0	0.586976320582878	0.1172632045904357	PRKCG
TGF-beta signaling pathway	4/185	0.8205271344011013	0.9792110577894795	0	0	0.6993182666314726	0.13833095638390672	CAMK2A;WNT1;RUNX3;MAPK13
Cytokine-cytokine receptor interaction	6/265	0.8234122931799536	0.9792110577894795	0	0	0.7325058234149143	0.14232459226379218	FLT1;FLT3;PDGFA;CXCL14;CCR10;IL12RB2
Thromboxane A2 receptor signaling	1/56	0.8244623271513363	0.9792110577894795	0	0	0.576274217585693	0.11123465648033055	PRKCG
MHC class II antigen presentation	2/103	0.8269277920021281	0.9792110577894795	0	0	0.6271602529711099	0.11918421803268352	KIF5A;HLA-DPB1
Interleukin-4 regulation of apoptosis	6/267	0.8287349129222515	0.9792110577894795	0	0	0.7268167569108008	0.1365361199077828	ARHGAP32;NDRG4;HSPB8;EEF1A2;MAL;KCNK3
Pathogenic Escherichia coli infection	1/57	0.8298400103916399	0.9792110577894795	0	0	0.5659543325526932	0.10556313512040015	TUBB4A
Acute myeloid leukemia	1/57	0.8298400103916399	0.9792110577894795	0	0	0.5659543325526932	0.10556313512040015	FLT3
SHP2 signaling	1/57	0.8298400103916399	0.9792110577894795	0	0	0.5659543325526932	0.10556313512040015	TEK
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	1/57	0.8298400103916399	0.9792110577894795	0	0	0.5659543325526932	0.10556313512040015	PDGFA
Chagas disease	2/104	0.8309890941305244	0.9792110577894795	0	0	0.62097942625326	0.1149672665748993	PPP2R2C;MAPK13
Interleukin-4 signaling pathway	2/104	0.8309890941305244	0.9792110577894795	0	0	0.62097942625326	0.1149672665748993	HRH1;THY1
Natural killer cell receptor signaling pathway	1/60	0.8450060686567009	0.992541105051597	0	0	0.5370936371214227	0.0904527288524135	MAPK13
EGFR1 pathway	3/152	0.8472009488368938	0.992541105051597	0	0	0.6371423525256094	0.1056492658521162	TAGLN;MT3;CRYAB
Glucose metabolism	1/61	0.8497553291630717	0.992541105051597	0	0	0.5281147540983606	0.08598068316979635	PHKG1
Signaling by insulin receptor	2/109	0.8500332983581931	0.992541105051597	0	0	0.5918082347344352	0.09615685741630195	FGF1;FGF2
Hemostasis pathway	11/468	0.850292862942753	0.992541105051597	0	0	0.759489423778264	0.12316977517786563	PRKCG;MAG;DAGLA;DGKB;KIF5A;PDGFA;PLAT;SCG3;TEK;ADRA2C;SLC8A2
Leptin influence on immune response	2/110	0.8535997596528793	0.9935526617404982	0	0	0.5862981207808794	0.09280680668136583	STAR;TAC1
Shigellosis	1/62	0.8543592936705733	0.9935526617404982	0	0	0.5194302606826122	0.08176011770818735	MAPK13
Signaling by EGFR in cancer	2/111	0.8570887393766344	0.9939641773617924	0	0	0.5808891098356458	0.08958112816782775	PRKCG;ADCY2
Jak-STAT signaling pathway	4/199	0.8611161242189022	0.9939641773617924	0	0	0.6486376885058928	0.0969881421353121	PTPRT;PTPRR;PTPRN;IL12RB2
ERK1/ERK2 MAPK pathway	1/65	0.8673431187381124	0.9939641773617924	0	0	0.49500512295081966	0.07044943920341114	PTPRR
Interleukin-12-mediated signaling events	1/65	0.8673431187381124	0.9939641773617924	0	0	0.49500512295081966	0.07044943920341114	IL12RB2
Thyroid-stimulating hormone signaling pathway	1/66	0.8714089464538682	0.9939641773617924	0	0	0.4873644388398487	0.06708274139721959	ADCY2
